Date   NoDur  Durbl  Manuf  Enrgy  HiTec  Telcm  Shops  Hlth   Utils  Other
200012   5.48  -0.18   6.78   7.77  -8.02  -4.56   5.69   3.53   6.61   7.13
200101  -2.19  13.40  -0.12  -3.33  16.11  14.37   6.41  -8.87 -10.77   0.02
200102   0.14  -1.16  -4.47   0.10 -26.13  -9.84  -5.35  -0.59   6.16  -4.32
200103  -4.78  -2.87  -7.20  -0.31 -13.86  -5.78  -2.88  -8.58   1.24  -4.48
200104   0.91   8.59   8.53  10.32  18.07   2.69   5.63   4.15   5.54   6.05
200105   3.40  -1.62   2.56   0.08  -3.27  -1.37   1.60   3.06   0.24   3.64
200106  -1.51   3.73  -4.63  -7.72   1.44  -3.11  -2.60  -2.74  -6.05  -0.05
200107  -0.12   3.26   0.58  -2.55  -7.60  -0.56   4.58   2.30  -3.69  -2.24
200108   2.49 -11.23  -2.03  -3.63 -12.69  -9.30  -6.98  -3.09   0.27  -5.29
200109  -2.97 -16.95 -12.77  -5.67 -19.00  -1.97  -9.45  -0.61  -6.85  -8.08
200110   1.24   0.99   3.91   4.88  15.74  -9.67   1.57   1.23   1.90  -0.73
200111   2.19  15.46   8.42  -4.11  15.95   5.80  10.05   5.07  -1.84   7.69
200112   1.91  -0.71   2.60   6.19  -0.64   2.55   4.48  -2.79   3.66   3.54
200201   1.46   2.98   1.57  -3.01  -0.54  -6.94   2.67  -2.47  -4.37  -3.00
200202   4.28   3.11   4.42   5.20 -13.24  -2.21  -0.19  -0.47  -0.25  -0.61
200203   4.01   6.88   4.93   7.85   6.50   0.12   2.03   0.56  10.33   5.29
200204   2.47   1.79  -1.45  -4.34 -11.85 -12.95  -1.41  -7.61  -1.06  -3.54
200205   1.27  -0.32  -0.27  -0.60  -3.76   3.20  -1.26  -2.31  -7.38  -0.34
200206  -5.83  -8.11  -3.08  -0.46 -12.19 -14.02  -5.09  -9.68  -5.88  -5.62
200207  -6.62 -12.13  -8.59 -11.99  -9.75 -11.79 -11.33  -2.61 -12.42  -6.34
200208   2.24   0.55  -1.24   0.59  -0.93   0.13   1.86   0.67   3.38   1.36
200209  -7.67 -10.92  -8.35  -8.08 -16.67  -9.64  -9.41  -5.89 -10.90 -10.54
200210   5.06  -3.12   3.87   3.27  19.52  22.12   5.74   5.74  -0.66   6.35
200211  -1.09  11.88   6.38   3.12  16.28  11.76   1.87   3.78   1.62   4.32
200212  -0.25  -7.12  -3.78   0.77 -13.00  -9.44  -6.96  -4.14   3.84  -4.78
200301  -3.94  -3.12  -4.13  -2.42  -1.47  -4.01  -4.79  -0.58  -3.21  -2.44
200302  -2.88  -4.97  -2.16   2.00   1.14  -6.61  -1.23  -1.85  -3.96  -2.76
200303  -2.60  -2.62   1.22   1.18  -0.97  -0.65   4.62   3.81   4.37   0.90
200304   4.39  14.94   6.41  -0.57   9.21  11.49   8.93   4.34   7.47  11.76
200305   9.51   2.88   4.67   8.94   9.88   6.29   3.45   4.06  10.13   5.30
200306   1.64   2.83   0.53  -1.19   0.34   1.91   3.46   4.12   0.68   0.95
200307  -1.68   6.65   4.98  -2.76   5.61  -1.91   3.29   0.40  -5.21   3.52
200308   0.30   7.89   4.21   6.30   6.06   1.19   6.74  -2.76   1.90   0.73
200309   1.13  -4.07  -3.81  -2.33  -0.89  -5.65  -4.54   0.23   3.88   0.25
200310   5.94   6.91   8.90   1.55   8.26   6.81   9.02   0.73   1.54   6.31
200311   3.61   3.07   2.06   0.63   1.87  -0.70   0.54   1.76   0.94   1.26
200312   3.44  12.23   6.76  13.62   2.10   7.65  -2.13   5.66   5.85   4.38
200401   0.06  -1.07  -0.62   0.44   4.53   1.41   0.45   3.09   1.92   2.88
200402   4.25  -0.07   1.95   4.69  -2.92  -0.52   6.09   0.89   2.07   2.16
200403  -0.09  -1.15  -0.27  -0.13  -2.55  -2.07   0.29  -3.96   1.13  -0.63
200404   1.42   2.30  -0.17   2.52  -4.91  -0.48  -2.70   3.54  -3.55  -3.76
200405  -1.89  -1.64   1.61   0.39   4.85  -2.95   0.30  -0.42   1.28   1.86
200406   1.66   5.05   5.34   5.56   2.62   0.82   0.04  -0.49   2.01   1.40
200407  -5.98  -4.69  -4.02   3.24  -8.50  -1.09  -4.03  -5.95   1.06  -2.32
200408   0.77  -2.31   1.27  -1.27  -4.40   1.13  -1.20   1.63   3.66   1.89
200409  -2.01   2.44   1.92   8.94   3.33   1.39   2.61  -1.37   1.42   1.12
200410   2.82  -2.66  -1.42   0.66   5.03   3.46   3.06  -2.42   4.22   1.12
200411   4.60   7.16   7.23   6.61   5.85   3.55   3.67   0.64   4.93   4.73
200412   4.79   4.86   2.57  -2.13   3.18   4.22   3.50   5.67   2.41   4.45
200501   0.21  -6.70  -1.80   3.05  -6.15  -4.21  -1.07  -4.08   1.75  -2.19
200502   0.71  -0.28   4.18  19.07  -0.19  -0.30   0.83   2.44   2.33   0.14
200503  -0.85  -7.59  -1.48  -3.22  -2.42  -0.14   0.05  -0.49   0.59  -2.38
200504  -0.96 -11.02  -4.68  -5.76  -4.56  -2.00  -5.28   3.93   2.09  -1.62
200505   2.35   8.67   2.88   2.19   7.73   1.46   6.43   1.50   1.73   3.28
200506  -1.68   1.78  -1.23   5.89  -1.55   0.05   2.44  -0.59   5.55   1.40
200507   2.67   5.20   5.85   6.17   6.12   3.09   5.81   3.72   3.01   2.38
200508   0.08  -2.67  -1.32   5.71  -0.54  -1.25  -5.62  -0.28   1.18  -1.65
200509   0.35  -4.81   0.81   7.05   0.65  -1.47  -1.80  -1.86   4.38   1.20
200510  -1.51  -4.15  -2.46 -10.00  -1.85  -2.98   1.55  -3.27  -6.85   1.28
200511   1.00   2.25   5.31   1.36   6.51   2.62   3.95   1.60  -0.20   4.90
200512  -0.08  -0.63   1.45   0.75  -1.86  -1.66  -0.59   2.38   1.24   0.18
200601   0.05   6.14   5.13  12.68   3.76   3.82   2.01   2.16   3.06   1.58
200602   1.13  -0.28   1.07  -8.22  -1.05   3.33   1.41   1.09   0.22   1.00
200603   1.26   2.81   2.99   4.23   2.89   1.82   2.43  -0.96  -3.66   1.86
200604   1.02   0.56   4.07   4.64  -1.18   1.68  -1.58  -1.94   1.86   2.16
200605   1.09   0.49  -3.34  -3.44  -6.74  -0.22  -1.88  -2.19   1.52  -3.07
200606   0.27   1.90  -0.51   2.48  -1.38   2.96   0.29  -0.13   2.41  -0.35
200607   3.50  -3.21  -3.76   4.69  -3.86   2.24  -4.31   4.12   4.85  -0.89
200608   3.08   2.00   2.10  -3.66   7.30   2.53   2.07   2.26   2.35   1.71
200609  -0.62   4.29   1.87  -3.58   3.67   3.61   5.76   1.52  -2.19   3.22
200610   2.80   5.12   4.37   4.96   4.07   5.26   3.88   1.71   5.38   3.01
200611   1.41   1.84   3.57   8.60   3.03   0.65  -1.33   0.09   3.12   1.67
200612   2.00  -0.76   0.50  -1.97  -0.95   4.26   1.44   0.18   0.69   3.16
200701   1.52   2.73   3.22  -1.41   2.07   3.20   3.54   3.49   0.44   1.06
200702  -1.53  -0.43   0.77  -2.14  -2.36  -2.64  -0.62  -2.84   4.25  -2.35
200703   2.62  -1.07   1.59   5.95   0.93   2.30   0.73  -0.25   4.39  -0.18
200704   3.63   6.35   4.40   5.34   4.90   1.81   2.25   6.81   3.98   3.31
200705   2.89   3.45   4.86   7.27   3.90   6.96   2.46   1.14   1.29   3.22
200706  -1.06   2.08  -0.61   1.05   0.54  -1.80  -1.97  -3.38  -4.80  -2.70
200707  -4.19  -5.94  -0.08  -1.04  -1.28  -3.10  -5.34  -4.10  -3.73  -5.25
200708   1.83  -1.77   0.69   0.30   2.69  -0.86   1.52   2.31   1.76   1.14
200709   3.95   1.59   5.44   7.84   4.13   2.05  -0.63   3.56   3.60   2.67
200710   2.16   1.06   0.91   2.77   6.58  -2.17   1.18   1.44   6.78   0.29
200711   0.85  -8.73  -2.61  -3.86  -7.51  -6.43  -3.76  -0.02  -0.83  -5.99
200712  -1.02  -1.82   0.91   7.64   1.44  -0.25  -2.67  -4.00   0.86  -3.40
200801  -5.20  -5.97  -7.48  -9.34 -12.14  -7.75  -0.47  -4.59  -6.90  -2.17
200802  -0.05  -5.94   0.78   7.23  -3.48  -3.88  -4.65  -0.93  -2.97  -7.82
200803   1.21  -4.10  -0.05  -2.77   0.85  -0.05   1.86  -1.80   0.84  -1.97
200804  -1.08   6.53   4.99  10.71   6.49   4.69   5.01   0.44   6.41   3.54
200805   3.32   1.83   3.28   4.42   5.51   4.73   1.19   1.63   3.62  -2.32
200806  -7.42 -19.30  -9.29   2.96  -8.93 -10.89  -8.08  -3.03  -0.46 -14.61
200807   2.36  -0.27  -0.27 -15.80  -0.48  -3.18   1.11   6.73  -7.22   4.13
200808   1.64   2.41   1.44  -0.19   2.34   4.00   5.36   1.80  -0.49   0.25
200809  -2.97  -9.39 -13.52 -12.60 -12.48 -12.61  -5.76  -5.96 -12.08  -6.04
200810 -13.06 -32.86 -20.80 -17.35 -18.45 -15.56 -15.16 -11.02 -11.08 -19.61
200811  -5.43 -11.47  -7.75  -0.56 -10.98  -1.57  -7.70  -7.34   1.07 -12.39
200812   0.99   1.52   1.41  -3.19   2.19   3.45   4.88   6.75  -2.06   0.88
200901  -5.28 -12.42  -9.19  -3.10  -3.23 -10.26  -7.61  -2.19  -0.81 -17.78
200902  -7.77 -12.68 -13.49 -11.97  -5.01  -6.95  -3.06  -9.94 -12.65 -14.41
200903   6.41  13.01   7.54   3.78  11.44   7.52   9.97   7.06   2.80  12.91
200904   4.97  42.78  17.50   5.30  12.35   9.66   9.55  -0.90   2.13  16.04
200905   7.13  -2.97   5.43  10.84   3.13   1.06  -0.94   6.22   4.65   7.28
200906   0.67   3.73  -1.71  -4.92   4.49   1.65  -0.28   3.60   4.65  -1.94
200907   7.26  19.05  11.49   5.34   8.26   5.52   6.78   5.47   4.37   9.06
200908   0.73   2.25   3.00   0.77   2.33   0.73   3.71   2.18   0.24   7.70
200909   4.24   2.74   6.46   5.30   5.20   6.48   2.41   2.42   2.31   3.14
200910  -0.72  -0.36  -2.81   2.17  -1.55  -3.48   0.06  -3.73  -2.76  -5.38
200911   3.90  10.27   7.64   3.11   4.88   6.52   5.01   8.21   4.53   5.63
200912   2.62   5.44   2.86  -0.46   5.95   6.42   1.97   2.44   5.85   0.72
201001  -2.34  -0.40  -3.36  -4.69  -7.80  -6.71  -1.84  -0.02  -4.45  -0.56
201002   2.74   7.31   5.16   2.45   4.79   2.76   4.29   0.38  -0.44   3.64
201003   5.86   9.16   6.53   3.15   6.70   7.63   6.30   3.63   3.09   8.09
201004  -1.08   7.00   3.21   3.60   2.23   3.41   2.53  -2.17   2.86   1.81
201005  -5.73  -8.79  -8.35 -10.75  -7.76  -5.86  -5.34  -8.06  -6.31  -8.72
201006  -1.92 -10.47  -5.81  -6.48  -6.12  -3.84  -9.06  -1.59  -0.73  -6.48
201007   7.37  15.03   9.65   7.69   7.35   9.50   4.64   2.15   6.79   6.79
201008  -1.15  -9.50  -5.55  -3.35  -6.48  -2.05  -3.96  -1.63   0.40  -7.08
201009   6.08  13.65  10.09   9.57  12.45   7.88  12.13   8.98   3.64   8.51
201010   4.33   8.40   5.16   4.45   6.39   4.55   2.42   1.99   1.85   2.02
201011  -0.05   7.26   1.45   5.63  -0.75  -1.90   4.21  -3.32  -1.31   0.53
201012   4.29   8.60   7.08   9.29   6.01   6.62   3.29   5.44   3.23   9.19
201101  -2.30   0.49   2.95   7.00   4.03   0.06  -0.86  -0.60   2.21   2.10
201102   4.70  -1.43   3.36   7.64   2.34   7.37   2.32   3.33   2.42   2.97
201103   2.70   1.71   1.90   1.85  -1.46   1.68   1.16   2.39   0.92  -1.07
201104   4.46   2.21   2.97   1.33   3.15   3.29   4.54   6.32   4.01   1.06
201105   1.98  -3.55  -2.17  -4.55  -1.72   0.75   0.80   1.95   1.31  -2.62
201106  -1.11  -1.22  -0.68  -2.51  -2.44  -1.38  -0.78  -1.87  -0.34  -2.12
201107  -0.44  -8.91  -4.80   0.58  -0.60  -4.90  -0.61  -3.55  -0.33  -3.70
201108  -0.71 -12.06  -6.15 -10.20  -6.80  -5.10  -2.88  -3.32   0.14  -8.15
201109  -4.91 -14.11 -10.97 -12.60  -4.81  -5.77  -3.91  -4.06  -1.62 -11.01
201110   6.35  23.24  14.09  16.56  11.73   7.57   9.75   5.53   6.66  13.62
201111   1.51  -7.98   1.39   1.71  -1.94   0.34   1.02   1.49   0.98  -2.02
201112   1.93  -1.18  -0.79  -0.58  -1.44   3.14   0.84   3.48   2.93   1.41
201201   0.31  13.51   6.74   1.47   8.45   2.46   4.14   3.39  -2.71   7.23
201202   3.62   6.04   3.86   6.59   6.72   4.92   3.16   1.35   1.30   4.19
201203   3.92   0.95   0.68  -3.30   4.62   2.36   4.66   3.91   1.45   4.91
201204   0.76  -6.98  -0.72  -1.65  -2.03   1.77   0.98   0.61   1.73  -1.65
201205  -2.59  -8.16  -7.78 -10.78  -7.79  -0.82  -3.05  -3.35  -0.91  -7.73
201206   3.52  -5.49   1.25   5.80   2.94   7.07   2.03   6.67   3.40   4.83
201207   1.51   0.32   0.92   2.86  -0.17   4.08   1.19   1.66   3.63  -1.17
201208   0.05   4.14   3.21   2.38   4.85   0.95   2.78   1.09  -3.41   3.14
201209   0.98   3.56   1.68   3.58   1.16   4.76   2.00   4.78   2.12   3.76
201210  -1.66   5.84  -0.54  -1.88  -6.40  -2.29  -1.08  -1.87   1.08   0.92
201211   3.15   3.11   2.62  -1.52   1.49   0.10   1.41   1.46  -3.83  -0.32
201212  -2.29   7.31   2.79   1.30   0.22   1.32  -1.06  -0.43   0.10   3.58
201301   5.33   3.53   6.08   7.86   2.31   4.63   5.43   8.11   5.05   6.71
201302   3.27   0.01   1.34   0.38   0.64   2.24   0.80   1.31   2.09   1.50
201303   5.13   4.02   2.74   2.14   2.67   5.44   4.62   6.56   5.55   4.13
201304   3.60   3.58   0.66  -1.37   0.49   4.40   2.81   2.60   5.12   0.80
201305  -2.35   9.89   3.59   3.03   4.55  -1.99   2.22   1.88  -7.09   5.84
201306   0.14  -0.47  -1.89  -2.40  -3.05   1.78  -0.08  -1.44   0.78  -1.18
201307   2.95   9.13   6.15   5.02   5.82   3.37   5.98   8.04   4.60   5.56


